REPORTER_CD,year,class
508,2003,H2
508,2004,H2
508,2005,H2
508,2006,H2
508,2007,H2
508,2008,H2
508,2009,H2
508,2010,H2
508,2011,H2
508,2012,H3
508,2013,H3
508,2014,H3
508,2015,H3
508,2016,H3
512,2001,H1
512,2002,H2
512,2003,H2
512,2004,H2
512,2005,H2
512,2006,H2
512,2007,H2
512,2008,H2
512,2009,H2
512,2010,H2
512,2011,H2
512,2012,H4
512,2013,H4
512,2014,H4
512,2015,H4
512,2016,H4
516,2001,H1
516,2002,H1
516,2003,H1
516,2004,H2
516,2005,H2
516,2006,H2
516,2007,H3
516,2008,H3
516,2009,H3
516,2010,H3
516,2011,H3
516,2012,H4
516,2013,H4
516,2014,H4
516,2015,H4
516,2016,H4
524,2003,H2
524,2009,H3
524,2010,H3
524,2011,H3
524,2012,H3
524,2013,H4
524,2014,H4
524,2015,H4
524,2016,H4
524,2017,H4
528,2001,H1
528,2002,H2
528,2003,H2
528,2004,H2
528,2005,H2
528,2006,H2
528,2007,H3
528,2008,H3
528,2009,H3
528,2010,H3
528,2011,H3
528,2012,H4
528,2013,H4
528,2014,H4
528,2015,H4
528,2016,H4
530,2003,S3
530,2005,H2
530,2006,H2
530,2007,H2
530,2008,H2
533,2001,H1
533,2002,H2
533,2003,H2
533,2004,H2
533,2005,H2
533,2006,H2
533,2007,H2
533,2008,H2
533,2009,H3
533,2010,H3
533,2011,H3
533,2012,H3
533,2013,H3
533,2014,H4
533,2015,H4
533,2016,H4
540,2001,H1
540,2002,H1
540,2003,H2
540,2004,H2
540,2005,H2
540,2006,H2
540,2007,H2
540,2008,H3
540,2009,H3
540,2010,H3
540,2011,H3
540,2012,H3
540,2013,H3
540,2014,H4
540,2015,H4
548,2006,H1
548,2007,H2
548,2009,H2
548,2010,H2
548,2011,H2
554,2001,H1
554,2002,H2
554,2003,H2
554,2004,H2
554,2005,H2
554,2006,H2
554,2007,H3
554,2008,H3
554,2009,H3
554,2010,H3
554,2011,H3
554,2012,H4
554,2013,H4
554,2014,H4
554,2015,H4
554,2016,H4
554,2017,H5
558,2001,H1
558,2002,H2
558,2003,H2
558,2004,H2
558,2005,H2
558,2006,H2
558,2007,H3
558,2008,H3
558,2009,H3
558,2010,H3
558,2011,H3
558,2012,H4
558,2013,H4
558,2014,H4
558,2015,H4
558,2016,H4
558,2017,H5
562,2001,H1
562,2002,H2
562,2003,H2
562,2004,H2
562,2005,H2
562,2006,H2
562,2007,H2
562,2008,H2
562,2009,H3
562,2010,H3
562,2011,H3
562,2012,H3
562,2013,H3
562,2014,H3
562,2015,H4
562,2016,H4
566,2001,H1
566,2002,H1
566,2003,H1
566,2006,H2
566,2007,H2
566,2008,H2
566,2009,H3
566,2010,H3
566,2011,H3
566,2012,H3
566,2013,H3
566,2014,H3
566,2016,H4
566,2017,H4
579,2001,H1
579,2002,H2
579,2003,H2
579,2004,H2
579,2005,H2
579,2006,H2
579,2007,H3
579,2008,H3
579,2009,H3
579,2010,H3
579,2011,H3
579,2012,H4
579,2013,H4
579,2014,H4
579,2015,H4
579,2016,H4
579,2017,H5
583,2002,H2
583,2003,H2
583,2004,H2
583,2005,H2
583,2006,H2
583,2007,H2
583,2008,H2
583,2009,H2
583,2010,H2
583,2011,H2
583,2012,H2
583,2013,H2
585,2007,H2
585,2008,H2
585,2009,H2
585,2010,H2
585,2011,H2
585,2012,H2
585,2013,H2
585,2014,H4
585,2015,H4
585,2016,H4
585,2017,H4
586,2001,S3
586,2002,S3
586,2003,H2
586,2004,H2
586,2005,H2
586,2006,H2
586,2007,H2
586,2008,H3
586,2009,H3
586,2010,H3
586,2011,H3
586,2012,H4
586,2013,H4
586,2014,H4
586,2015,H4
586,2016,H4
586,2017,H5
591,2001,H1
591,2002,H1
591,2003,H2
591,2004,H2
591,2005,H2
591,2006,H2
591,2007,H2
591,2008,H3
591,2009,H3
591,2010,H3
591,2011,H3
591,2012,H4
591,2013,H4
591,2014,H4
591,2015,H4
591,2016,H4
598,2001,H0
598,2002,H2
598,2003,H2
598,2004,H2
598,2011,H3
598,2012,H4
600,2001,H1
600,2002,H1
600,2003,H2
600,2004,H2
600,2005,H2
600,2006,H2
600,2007,H3
600,2008,H3
600,2009,H3
600,2010,H3
600,2011,H3
600,2012,H4
600,2013,H4
600,2014,H4
600,2015,H4
600,2016,H4
600,2017,H5
604,2001,H1
604,2002,H2
604,2003,H2
604,2004,H2
604,2005,H2
604,2006,H2
604,2007,H2
604,2008,H3
604,2009,H3
604,2010,H3
604,2011,H3
604,2012,H4
604,2013,H4
604,2014,H4
604,2015,H4
604,2016,H4
604,2017,H5
608,2001,H1
608,2002,H1
608,2003,H1
608,2004,H1
608,2005,H1
608,2006,H1
608,2007,H2
608,2008,H2
608,2009,H2
608,2010,H2
608,2011,H2
608,2012,H2
608,2013,H2
608,2014,H2
608,2015,H2
608,2016,H2
608,2017,H4
616,2001,H1
616,2002,H2
616,2003,H2
616,2004,H2
616,2005,H2
616,2006,H2
616,2007,H3
616,2008,H3
616,2009,H3
616,2010,H3
616,2011,H3
616,2012,H4
616,2013,H4
616,2014,H4
616,2015,H4
616,2016,H4
616,2017,H5
620,2001,H1
620,2002,H2
620,2003,H2
620,2004,H2
620,2005,H2
620,2006,H2
620,2007,H3
620,2008,H3
620,2009,H3
620,2010,H3
620,2011,H3
620,2012,H4
620,2013,H4
620,2014,H4
620,2015,H4
620,2016,H4
620,2017,H5
624,2003,H1
624,2004,H1
624,2005,H1
626,2004,H2
626,2005,H2
626,2013,H2
634,2001,H1
634,2002,H1
634,2003,H0
634,2004,H0
634,2005,H2
634,2006,H2
634,2007,H2
634,2008,H2
634,2009,H3
634,2010,H2
634,2011,H3
634,2012,H2
634,2013,H4
634,2014,H4
634,2015,H4
634,2016,H4
642,2001,H1
642,2002,H2
642,2003,H2
642,2004,H2
642,2005,H2
642,2006,H2
642,2007,H3
642,2008,H3
642,2009,H3
642,2010,H3
642,2011,H3
642,2012,H4
642,2013,H4
642,2014,H4
642,2015,H4
642,2016,H4
642,2017,H5
643,2001,H1
643,2002,H2
643,2003,H2
643,2004,H2
643,2005,H2
643,2006,H2
643,2007,H3
643,2008,H3
643,2009,H3
643,2010,H3
643,2011,H3
643,2012,H4
643,2013,H4
643,2014,H4
643,2015,H4
643,2016,H4
643,2017,H5
646,2001,H1
646,2002,H1
646,2003,H1
646,2004,H1
646,2005,H2
646,2006,H2
646,2007,H2
646,2008,H2
646,2009,H3
646,2010,H3
646,2011,H3
646,2012,H3
646,2013,H4
646,2014,H4
646,2015,H4
646,2016,H4
659,2001,H1
659,2002,H1
659,2003,H1
659,2004,H1
659,2005,H1
659,2006,H1
659,2007,H1
659,2008,H1
659,2009,H3
659,2010,H3
659,2011,H3
659,2012,H3
659,2013,H3
659,2014,H3
659,2015,H3
659,2016,H3
659,2017,H3
660,2001,H0
660,2002,H0
660,2003,H0
660,2004,H0
660,2006,H0
660,2007,H0
660,2008,H0
662,2001,H1
662,2002,H1
662,2003,H1
662,2004,H1
662,2005,H1
662,2006,H1
662,2007,H1
662,2008,H1
662,2009,H1
662,2010,H1
662,2011,H1
662,2012,H3
662,2013,H3
662,2014,H3
662,2015,H4
662,2016,H4
670,2001,H1
670,2002,H1
670,2003,H1
670,2004,H1
670,2005,H1
670,2006,H1
670,2007,H1
670,2008,H1
670,2009,H3
670,2010,H3
670,2011,H3
670,2012,H3
670,2015,H3
678,2001,H1
678,2002,H1
678,2003,H1
678,2004,H1
678,2005,H1
678,2006,H1
678,2007,H1
678,2008,H1
678,2009,H1
678,2010,H1
678,2011,H3
678,2012,H3
678,2013,H3
678,2014,H3
678,2015,H3
678,2016,H3
678,2017,H3
682,2001,H1
682,2002,H2
682,2003,H2
682,2004,H2
682,2005,H2
682,2006,H2
682,2007,H3
682,2008,H3
682,2009,H3
682,2010,H3
682,2011,H3
682,2012,H4
682,2013,H4
682,2014,H4
682,2015,H4
682,2016,H4
686,2001,H1
686,2002,H1
686,2003,H2
686,2004,H2
686,2005,H2
686,2006,H2
686,2007,H2
686,2008,H3
686,2009,H3
686,2010,H3
686,2011,H3
686,2012,H3
686,2013,H3
686,2014,H3
686,2015,H4
686,2016,H4
686,2017,H4
688,2005,H2
688,2006,H2
688,2007,H3
688,2008,H3
688,2009,H3
688,2010,H3
688,2011,H3
688,2012,H4
688,2013,H4
688,2014,H4
688,2015,H4
688,2016,H4
688,2017,H5
690,2001,H1
690,2002,H2
690,2003,H0
690,2004,H0
690,2005,H1
690,2006,H1
690,2007,H0
690,2008,H2
690,2010,H2
690,2011,H2
690,2012,H2
690,2013,H3
690,2014,H3
690,2015,H3
690,2016,H3
694,2002,H0
694,2014,H3
694,2015,H3
694,2016,H3
699,2001,H1
699,2002,H1
699,2003,H2
699,2004,H2
699,2005,H2
699,2006,H2
699,2007,H2
699,2008,H2
699,2009,H3
699,2010,H3
699,2011,H3
699,2012,H3
699,2013,H4
699,2014,H4
699,2015,H4
699,2016,H4
699,2017,H5
702,2001,H1
702,2002,H2
702,2003,H2
702,2004,H2
702,2005,H2
702,2006,H2
702,2007,H3
702,2008,H3
702,2009,H3
702,2010,H3
702,2011,H3
702,2012,H4
702,2013,H4
702,2014,H4
702,2015,H4
702,2016,H4
702,2017,H4
703,2001,H1
703,2002,H2
703,2003,H2
703,2004,H2
703,2005,H2
703,2006,H2
703,2007,H3
703,2008,H3
703,2009,H3
703,2010,H3
703,2011,H3
703,2012,H4
703,2013,H4
703,2014,H4
703,2015,H4
703,2016,H4
703,2017,H5
704,2001,H1
704,2002,H1
704,2003,H1
704,2004,H2
704,2005,H2
704,2006,H2
704,2007,H2
704,2008,H3
704,2009,H3
704,2010,H3
704,2011,H3
704,2012,H4
704,2013,H4
704,2014,H4
704,2015,H4
704,2016,H4
705,2001,H1
705,2002,H2
705,2003,H2
705,2004,H2
705,2005,H2
705,2006,H2
705,2007,H3
705,2008,H3
705,2009,H3
705,2010,H3
705,2011,H3
705,2012,H4
705,2013,H4
705,2014,H4
705,2015,H4
705,2016,H4
705,2017,H5
710,2001,H1
710,2002,H2
710,2003,H2
710,2004,H2
710,2005,H2
710,2006,H2
710,2007,H3
710,2008,H3
710,2009,H3
710,2010,H3
710,2011,H3
710,2012,H4
710,2013,H4
710,2014,H4
710,2015,H4
710,2016,H4
710,2017,H5
716,2001,H1
716,2002,H1
716,2004,H2
716,2005,H2
716,2006,H2
716,2007,H2
716,2008,H3
716,2009,H3
716,2010,H3
716,2011,H3
716,2012,H3
716,2013,H4
716,2014,H4
716,2015,H4
716,2016,H4
724,2001,H1
724,2002,H2
724,2003,H2
724,2004,H2
724,2005,H2
724,2006,H2
724,2007,H3
724,2008,H3
724,2009,H3
724,2010,H3
724,2011,H3
724,2012,H4
724,2013,H4
724,2014,H4
724,2015,H4
724,2016,H4
724,2017,H5
729,2012,H4
729,2015,H3
736,2001,H1
736,2002,H1
736,2003,H1
736,2004,H1
736,2005,H1
736,2006,H1
736,2007,H3
736,2008,H3
736,2009,H3
736,2010,H3
736,2011,H3
740,2001,H0
740,2002,H0
740,2003,H0
740,2004,H0
740,2005,H0
740,2006,H0
740,2007,H0
740,2008,H0
740,2009,H1
740,2010,H3
740,2011,H3
740,2012,H3
740,2013,H3
740,2014,H3
740,2016,H3
740,2017,H3
748,2001,H1
748,2002,H1
748,2003,H1
748,2004,H1
748,2005,H1
748,2006,H1
748,2007,H1
752,2001,H1
752,2002,H2
752,2003,H2
752,2004,H2
752,2005,H2
752,2006,H2
752,2007,H3
752,2008,H3
752,2009,H3
752,2010,H3
752,2011,H3
752,2012,H4
752,2013,H4
752,2014,H4
752,2015,H4
752,2016,H4
752,2017,H5
757,2001,H1
757,2002,H2
757,2003,H2
757,2004,H2
757,2005,H2
757,2006,H2
757,2007,H3
757,2008,H3
757,2009,H3
757,2010,H3
757,2011,H3
757,2012,H4
757,2013,H4
757,2014,H4
757,2015,H4
757,2016,H4
757,2017,H5
760,2001,H1
760,2002,H1
760,2003,H1
760,2004,H1
760,2005,H2
760,2006,H2
760,2007,H2
760,2008,H3
760,2009,H3
760,2010,H3
764,2001,H1
764,2002,H2
764,2003,H2
764,2004,H2
764,2005,H2
764,2006,H2
764,2007,H3
764,2008,H3
764,2009,H3
764,2010,H3
764,2011,H3
764,2012,H4
764,2013,H4
764,2014,H4
764,2015,H4
764,2016,H4
768,2001,H1
768,2002,H1
768,2003,H1
768,2004,H2
768,2005,H2
768,2007,H2
768,2008,H3
768,2009,H3
768,2010,H3
768,2011,H3
768,2012,H3
768,2013,H3
768,2014,H3
768,2015,H4
768,2016,H4
768,2017,H4
776,2001,H0
776,2002,H0
776,2003,H0
776,2004,H0
776,2005,H0
776,2006,H0
776,2007,H0
776,2008,H3
776,2009,H3
776,2010,H3
776,2011,H3
776,2012,H3
776,2013,H3
776,2014,H4
780,2001,H1
780,2002,H1
780,2003,H1
780,2004,H2
780,2005,H2
780,2006,H2
780,2007,H3
780,2008,H3
780,2009,H3
780,2010,H3
780,2011,H3
780,2012,H3
780,2013,H3
780,2014,H3
780,2015,H3
784,2001,H1
784,2002,H1
784,2003,H2
784,2004,H2
784,2005,H2
784,2006,H2
784,2007,H2
784,2008,H3
784,2009,H3
784,2010,H3
784,2011,H3
784,2012,H4
784,2013,H4
784,2014,H4
784,2015,H4
784,2016,H4
788,2001,H1
788,2002,H2
788,2003,H2
788,2004,H2
788,2005,H2
788,2006,H2
788,2007,H2
788,2008,H3
788,2009,H3
788,2010,H3
788,2011,H3
788,2012,H4
788,2013,H4
788,2014,H4
788,2015,H4
788,2016,H4
792,2001,H1
792,2002,H2
792,2003,H2
792,2004,H2
792,2005,H2
792,2006,H2
792,2007,H3
792,2008,H3
792,2009,H3
792,2010,H3
792,2011,H3
792,2012,H4
792,2013,H4
792,2014,H4
792,2015,H4
792,2016,H4
792,2017,H5
796,2001,H0
796,2002,H0
796,2003,H0
796,2004,H0
796,2005,H2
796,2006,H2
796,2007,H2
796,2008,H2
796,2009,H2
796,2011,H3
796,2012,H3
798,2001,H0
798,2002,H0
798,2003,H0
798,2004,H0
798,2005,H0
798,2006,H0
798,2008,H0
800,2001,H1
800,2002,H2
800,2003,H2
800,2004,H2
800,2005,H2
800,2006,H2
800,2007,H2
800,2008,H3
800,2009,H3
800,2010,H3
800,2011,H3
800,2012,H4
800,2013,H4
800,2014,H4
800,2015,H4
800,2016,H4
804,2001,H1
804,2002,H1
804,2003,H1
804,2004,H1
804,2005,H1
804,2006,H1
804,2007,H1
804,2008,H2
804,2009,H2
804,2010,H2
804,2011,H3
804,2012,H3
804,2013,H3
804,2014,H4
804,2015,H4
804,2016,H4
804,2017,H4
807,2001,H1
807,2002,H2
807,2003,H2
807,2004,H2
807,2005,H2
807,2006,H2
807,2007,H3
807,2008,H3
807,2009,H3
807,2010,H3
807,2011,H3
807,2012,H4
807,2013,H4
807,2014,H4
807,2015,H4
807,2016,H4
807,2017,H5
818,2001,H0
818,2002,H0
818,2003,H0
818,2004,H0
818,2005,H0
818,2006,H0
818,2007,H0
818,2008,H3
818,2009,H3
818,2010,H3
818,2011,H3
818,2012,H3
818,2013,H3
818,2014,H4
818,2015,H4
818,2016,H4
818,2017,H4
826,2001,H1
826,2002,H2
826,2003,H2
826,2004,H2
826,2005,H2
826,2006,H2
826,2007,H3
826,2008,H3
826,2009,H3
826,2010,H3
826,2011,H3
826,2012,H4
826,2013,H4
826,2014,H4
826,2015,H4
826,2016,H4
826,2017,H5
834,2001,H1
834,2002,H1
834,2003,H1
834,2004,H1
834,2005,H2
834,2006,H2
834,2007,H2
834,2008,H3
834,2009,H3
834,2010,H3
834,2011,H3
834,2012,H3
834,2013,H4
834,2014,H4
834,2015,H4
834,2016,H4
842,2001,H1
842,2002,H2
842,2003,H2
842,2004,H2
842,2005,H2
842,2006,H2
842,2007,H3
842,2008,H3
842,2009,H3
842,2010,H3
842,2011,H3
842,2012,H4
842,2013,H4
842,2014,H4
842,2015,H4
842,2016,H4
842,2017,H5
854,2001,H1
854,2002,H1
854,2003,H1
854,2004,H2
854,2005,H2
854,2007,H2
854,2008,H2
854,2009,H3
854,2010,H3
854,2011,H3
854,2012,H3
854,2013,H3
854,2014,H3
854,2015,H4
854,2016,H4
858,2001,H1
858,2002,H2
858,2003,H2
858,2004,H2
858,2005,H2
858,2006,H2
858,2007,H3
858,2008,H3
858,2009,H3
858,2010,H3
858,2011,H3
858,2012,H4
858,2013,H4
858,2014,H4
858,2015,H4
858,2016,H4
858,2017,H5
862,2001,H1
862,2002,H1
862,2003,H1
862,2004,H1
862,2005,H1
862,2006,H2
862,2007,H2
862,2008,H2
862,2009,H2
862,2010,H2
862,2011,H2
862,2012,H2
862,2013,H2
876,2001,H0
876,2002,H0
876,2003,H0
876,2004,H0
876,2005,H0
876,2006,H0
882,2001,H1
882,2002,H1
882,2003,H1
882,2004,H1
882,2005,H1
882,2006,H1
882,2007,H1
882,2008,H1
882,2009,H3
882,2010,H3
882,2011,H3
882,2012,H4
882,2013,H4
882,2014,H4
882,2015,H4
882,2016,H4
882,2017,H4
887,2001,S3
887,2002,S3
887,2003,S3
887,2004,H1
887,2005,H1
887,2006,H2
887,2007,H2
887,2008,H2
887,2009,H3
887,2010,H3
887,2011,H3
887,2012,H4
887,2013,H4
887,2014,H4
887,2015,H4
891,2001,H1
891,2002,H1
891,2004,H1
894,2001,H1
894,2002,H2
894,2003,H2
894,2004,H2
894,2005,H2
894,2006,H2
894,2007,H2
894,2008,H3
894,2009,H3
894,2010,H3
894,2011,H3
894,2012,H4
894,2013,H4
894,2014,H4
894,2015,H4
