reporter;flow;month;ntlc;parttr;qty1;unit1;val
324;2;201509;9012110;Russie, Fédération de;18000;W00;320000000
324;2;201509;26060000;Espagne;63860000;W00;15398245340
324;2;201509;27101921;Pays-bas;21000;W00;69901387
324;2;201509;72042100;Inde;138;W00;4483451
324;2;201509;27101921;Pays-bas;37000;W00;123161027
324;2;201509;27101921;Pays-bas;37000;W00;123161027
324;2;201509;27101921;Pays-bas;37000;W00;123161027
324;2;201509;27101921;Pays-bas;33000;W00;109846957
324;2;201509;27101939;Libéria;10346;W00;233834583
324;2;201509;27101921;Pays-bas;19000;W00;63246033
324;2;201509;40012900;Pologne;102550;W00;1354332464
324;2;201509;27101921;Pays-bas;40000;W00;133147419
324;2;201509;26060000;Allemagne;67286000;W00;16224339743
324;2;201509;27101921;Pays-bas;40000;W00;133147419
324;2;201509;27101921;Pays-bas;40000;W00;133147419
324;2;201509;8029000;Mali;25000;W00;75000000
324;2;201509;39241000;Mali;10111;W00;103450490
324;2;201509;87164000;France;18239;W00;308267499
324;2;201509;11042900;Italie;60;W00;16814
324;2;201509;27101921;Pays-bas;40000;W00;133147419
324;2;201509;40012900;France;61530;W00;770075065
324;2;201509;27101939;Mali;36000;W00;526570810
324;2;201509;27101939;Sierra Leone;11286;W00;298140802
324;2;201509;44092900;Chine;170563;W00;576000000
324;2;201509;40012900;Malaisie;20510;W00;230113688
324;2;201509;38244000;Angola;10000;W00;88600000
324;2;201509;9011127;Pays-bas;79200;W00;400000000
324;2;201509;39232900;Mali;73123;W00;694823097
324;2;201509;39232900;Sierra Leone;44314;W00;399734523
324;2;201509;40012900;Espagne;61530;W00;768222052
324;2;201509;18010019;Allemagne;151200;W00;1080000000
324;2;201509;8013200;Vietnam;119000;W00;1120000000
324;2;201509;44072900;Chine;179510;W00;576000000
324;2;201509;40012900;Malaisie;61530;W00;689669061
324;2;201509;40012900;Malaisie;61530;W00;689669061
324;2;201509;40012900;Espagne;102550;W00;1280370087
324;2;201509;39241000;Mali;9550;W00;124600000
324;2;201509;9012110;Inde;6000;W00;320000000
324;2;201509;44092900;Taïwan, Province de Chine;29496;W00;115200000
324;2;201509;9011127;Pays-bas;39600;W00;200000000
324;2;201509;9011128;Sénégal;72000;W00;400000000
324;2;201509;18010019;Allemagne;120000;W00;900000000
324;2;201509;63079000;Italie;165;W00;46240
324;2;201509;63059000;Italie;420;W00;117701
324;2;201509;21069099;Italie;465;W00;130312
324;2;201509;10084000;Italie;60;W00;16814
324;2;201509;12119090;Italie;60;W00;16814
324;2;201509;87032320;Côte d'Ivoire;1500;W00;8000000
324;2;201509;3034900;Corée, République de;21084;W00;37500000
324;2;201509;39241000;Mali;8750;W00;116600000
324;2;201509;27101939;Mali;31500;W00;468977127
324;2;201509;18010019;Allemagne;96000;W00;720000000
324;2;201509;39232900;Sierra Leone;43669;W00;387598600
324;2;201509;40012900;France;41020;W00;513383377
324;2;201509;8013100;Inde;2500000;W00;160000000
324;2;201509;40012900;Pays-bas;41020;W00;513383377
324;2;201509;40012900;France;41020;W00;513383377
324;2;201509;15119099;France;19000;W00;200000000
324;2;201509;40012900;Italie;61530;W00;770075065
324;2;201509;40012900;France;61530;W00;770075065
324;2;201509;40012900;France;41020;W00;541732986
324;2;201509;15119099;Italie;150;W00;42036
324;2;201509;8024100;Inde;11500;W00;180000000
324;2;201509;40012900;Brésil;20160;W00;232738412
324;2;201509;26060000;Espagne;60767000;W00;14652445578
324;2;201509;98010000;Etats-Unis;4251;W00;229624413
324;2;201509;98010000;Etats-Unis;3200;W00;223078941
324;2;201509;86079900;Etats-Unis;12300;W00;1118319476
324;2;201509;86079100;Etats-Unis;6800;W00;2955091595
324;2;201509;97019000;Etats-Unis;37;W00;1500753
324;2;201509;86079100;Etats-Unis;18404;W00;1370438753
324;2;201509;39241000;Mali;25437;W00;238418981
324;2;201509;9019000;Sénégal;100;W00;201721098
324;2;201509;84314900;Mali;115;W00;32200042
324;2;201509;3025900;Corée, République de;24500;W00;300000000
324;2;201509;94037090;Mali;8850;W00;73758887
324;2;201509;27101939;Sierra Leone;8464;W00;197446865
324;2;201509;40012900;Pologne;102550;W00;1319086581
324;2;201509;40012900;Pologne;102550;W00;1307525210
324;2;201509;72042900;Inde;200;W00;12500000
324;2;201509;8029000;Mali;37500;W00;75000000
324;2;201509;44072900;Chine;175808;W00;576000000
324;2;201509;40012900;France;61530;W00;784515126
324;2;201509;26060000;Irlande;62198000;W00;14997495517
324;2;201509;27101921;Pays-bas;19000;W00;63246033
324;2;201509;84314900;Afrique du Sud;29;W00;2395462
324;2;201509;85021390;Gabon;17300;W00;1618932681
324;2;201509;26060000;Etats-Unis;48101000;W00;11598355765
324;2;201509;40012900;France;61530;W00;791451949
324;2;201509;26060000;Espagne;61714000;W00;14880790995
324;2;201509;26060000;Canada;60001000;W00;14467743794
324;2;201509;85021390;Sénégal;235200;W00;7418265910
324;2;201509;84879000;Corée, République de;15000;W00;100000000
324;2;201509;40012900;France;61530;W00;784515126
324;2;201509;26060000;Etats-Unis;50429000;W00;12159694868
324;2;201509;26060000;Inde;60548000;W00;14599639193
324;2;201509;26060000;Espagne;59598000;W00;14370570401
324;2;201509;26060000;Irlande;64943000;W00;15659383764
324;2;201509;26060000;Allemagne;62390000;W00;15043791525
324;2;201509;40012900;Malaisie;22680;W00;229255772
324;2;201509;26060000;Canada;70852000;W00;17084191651
324;2;201509;72042900;Inde;200;W00;12500000
324;2;201509;18010019;Allemagne;168000;W00;1260000000
324;2;201509;26060000;Irlande;61391000;W00;14802907606
324;2;201509;98010000;Libéria;545;W00;22417254
324;2;201509;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201509;52010090;Indonésie;193704;W00;1904326965
324;2;201509;8013200;Vietnam;34000;W00;319600000
324;2;201509;9019000;Sénégal;100;W00;1642364000
324;2;201509;9011129;Sénégal;111475;W00;800000000
324;2;201509;26060000;Etats-Unis;51202000;W00;12346084527
324;2;201509;26060000;Canada;67100000;W00;16179490485
324;2;201509;39249010;Mali;9774;W00;98231707
324;2;201509;15119099;Gambie;4000;W00;280000000
324;2;201509;27101230;France;656867;W00;2131157977
324;2;201509;27101921;Pays-bas;38000;W00;126488704
324;2;201509;84082000;Mali;321;W00;4641146
324;2;201509;38019000;Mali;400;W00;28543050
324;2;201509;18010012;Allemagne;150000;W00;5120000000
324;2;201509;39241000;Mali;12008;W00;183529311
324;2;201509;94037090;Mali;885;W00;7285608
324;2;201509;39249010;Mali;15427;W00;149892969
324;2;201509;39232900;Mali;70940;W00;665613106
324;2;201509;26060000;Allemagne;63601000;W00;15335793954
324;2;201509;27101921;Pays-bas;37000;W00;123161027
324;2;201509;44072900;Taïwan, Province de Chine;45784;W00;180800000
324;2;201509;40012900;Malaisie;287140;W00;3316075496
324;2;201509;44092900;Mali;82000;W00;115200000
324;2;201509;85021190;Allemagne;50;W00;306001980
324;2;201509;39241000;Mali;18251;W00;172576349
324;2;201509;27101921;Pays-bas;37000;W00;123161027
324;2;201509;27101921;Pays-bas;36000;W00;119833350
324;2;201509;27101921;Pays-bas;34000;W00;113174634
324;2;201509;39249010;Mali;12304;W00;122906215
324;2;201509;27101921;Pays-bas;33000;W00;109846957
324;2;201509;94037090;Mali;885;W00;7510721
324;2;201509;27101921;Pays-bas;10000;W00;33286855
324;2;201509;27101921;Pays-bas;13000;W00;43273247
324;2;201509;27101921;Pays-bas;40000;W00;133147419
324;2;201509;27101921;Pays-bas;40000;W00;133147419
324;2;201509;27101921;Pays-bas;40000;W00;133147419
324;2;201509;84871000;Corée, République de;10000;W00;25000000
324;2;201509;18010019;Allemagne;96000;W00;720000000
324;2;201509;39232900;Mali;70784;W00;670155589
324;2;201509;27101921;Pays-bas;25000;W00;83218818
324;2;201509;85042300;Chine;2500;W00;9200828
324;2;201509;90303900;Chine;2000;W00;19682105
324;2;201509;84014000;Chine;20;W00;682395
324;2;201509;85479000;Chine;30;W00;322029
324;2;201509;85437000;Chine;5265;W00;26920090
324;2;201509;85359000;Chine;20;W00;8096729
324;2;201509;82054000;Chine;585;W00;6975991
324;2;201509;85433000;Chine;165;W00;9285169
324;2;201509;98010000;Mali;353;W00;32401461
324;2;201509;85321000;Chine;120;W00;17519911
324;2;201509;84314900;Sénégal;485;W00;7485820
324;2;201509;73269010;Chine;35;W00;920083
324;2;201509;85153100;Chine;100;W00;26835750
324;2;201509;90303900;Chine;5230;W00;50604556
324;2;201509;85078000;Chine;12;W00;191684
324;2;201509;85363000;Chine;36;W00;1533471
324;2;201509;84633000;Chine;500;W00;72902764
324;2;201509;87091900;Chine;2410;W00;103760732
324;2;201509;54025900;Chine;25;W00;3142390
324;2;201509;85363000;Chine;35;W00;45818132
324;2;201509;71023100;Allemagne;1597;W00;256652817
324;2;201509;71081310;Suisse;249;W00;61903907600
324;2;201509;90158000;Afrique du Sud;1;W00;1497164
324;2;201509;90268000;Royaume-Uni;30;W00;78003112
324;2;201509;26060000;Ukraine;36360000;W00;3948494507
324;2;201509;26060000;Ukraine;34521000;W00;3811109183
324;2;201509;36020090;Sierra Leone;3000;W00;17974556
324;2;201509;26060000;Ukraine;35233470;W00;3894143096
324;2;201509;26060000;Ukraine;24332009;W00;2689279287
324;2;201509;73121099;Chine;5230;W00;340430651
324;2;201509;71023100;Israèl;29;W00;286451805
324;2;201509;85042300;Chine;2500;W00;16017109
324;2;201509;71081200;Belgique;22246;W00;5625257636
324;2;201509;71081200;Emirats Arabes Unis;10512;W00;2621194181
324;2;201509;71023100;Corée, République de;58;W00;157406
324;2;201509;71081200;Maroc;15136;W00;3927284727
324;2;201509;90158000;Afrique du Sud;3;W00;5240074
324;2;201509;71081200;Emirats Arabes Unis;2225;W00;571445091
324;2;201509;71023100;Belgique;1870;W00;2286940573
324;2;201509;85269200;France;125;W00;32216886
324;2;201509;26060000;Ukraine;34103000;W00;3730017874
324;2;201509;84679900;Chine;30;W00;35269842
324;2;201509;84212300;Chine;2213;W00;754166295
324;2;201509;39173100;Sierra Leone;216;W00;7164236
324;2;201509;85441100;Sierra Leone;142;W00;19189917
324;2;201509;85441100;Sierra Leone;100;W00;11515701
324;2;201509;84629100;Chine;558;W00;10350932
324;2;201509;98010000;France;32;W00;5298352
324;2;201509;84148090;Portugal;200;W00;420361
324;2;201509;85044090;Chine;36;W00;45217907
324;2;201509;88039000;Kenya;45;W00;7919998
324;2;201509;84314300;Afrique du Sud;14;W00;1461069
324;2;201509;87032319;Belgique;1905;W00;75650140
324;2;201509;85363000;Chine;30;W00;14567978
324;2;201509;84482000;Chine;65;W00;63255695
324;2;201509;87032320;Belgique;1783;W00;45193344
324;2;201509;87032420;Etats-Unis;1783;W00;75587513
324;2;201509;85177000;Chine;90;W00;112078804
324;2;201509;88039000;Nouvelle-Zélande;7;W00;3742910
324;2;201509;40012900;Allemagne;41020;W00;527634632
324;2;201509;72042900;Inde;200;W00;12500000
324;2;201509;88039000;Nouvelle-Zélande;5;W00;7485820
324;2;201509;36030000;Sierra Leone;1250;W00;53370929
324;2;201509;26060000;Ukraine;34682160;W00;3714418374
324;2;201509;40012900;Chine;150;W00;4022219
324;2;201509;85437000;Chine;68;W00;46226495
324;2;201509;84109000;Chine;30;W00;8196558
324;2;201509;90302000;Chine;3;W00;2533985
324;2;201509;54026900;Chine;120;W00;13574979
324;2;201509;41151000;Chine;50;W00;14957633
324;2;201509;54024700;Chine;3500;W00;226249904
324;2;201509;84138100;France;140;W00;8982984
324;2;201509;27101240;Allemagne;4;W00;32035
324;2;201509;85367000;Chine;25;W00;2828105
324;2;201509;36020090;Sierra Leone;7975;W00;232743932
324;2;201509;84835000;Chine;1444;W00;26835750
324;2;201509;36020090;Sierra Leone;6225;W00;187671675
324;2;201509;84254200;Chine;23142;W00;9437520
324;2;201509;36030000;Sierra Leone;100;W00;26465958
324;2;201509;84431900;France;40;W00;7472
324;2;201509;27101921;Allemagne;4;W00;32035
324;2;201509;97011000;Italie;7000;W00;14902990
324;2;201509;72179090;Chine;6920;W00;92008284
324;2;201509;39249010;Congo (Brazzaville);4868;W00;46832633
324;2;201509;40115000;Tanzanie;24164;W00;531060314
324;2;201509;26060000;Espagne;61450000;W00;14817133983
324;2;201509;18010019;Allemagne;120000;W00;900000000
324;2;201509;26060000;France;63491000;W00;15309270199
324;2;201509;72044900;Inde;270000;W00;124211183
324;2;201509;44092900;Sénégal;392000;W00;806400000
324;2;201509;92060000;Chine;5000;W00;200000000
324;2;201509;1069000;Sénégal;379;W00;2500114
324;2;201509;87021020;Côte d'Ivoire;900;W00;2800000
324;2;201509;85176900;Etats-Unis;31068;W00;6964863662
324;2;201509;7149000;Pays-bas;6000;W00;100000000
324;2;201509;44072900;Chine;173050;W00;560000000
324;2;201509;39241000;Congo (Brazzaville);6328;W00;82936367
324;2;201509;94037090;Congo (Brazzaville);385;W00;3175778
324;2;201509;39232900;Burkina Faso;65900;W00;600929614
324;2;201509;9011127;Pays-bas;237600;W00;1200000000
324;2;201509;7149000;Pays-bas;1500;W00;200000000
324;2;201509;18010019;Allemagne;24000;W00;180000000
324;2;201509;98010000;Côte d'Ivoire;3100;W00;7000000
324;2;201509;9011127;Pays-bas;39600;W00;200000000
324;2;201509;9012110;Inde;21000;W00;1120000000
324;2;201509;90189000;France;258626;W00;4371136286
324;2;201509;44092900;Sénégal;168000;W00;251073245
324;2;201509;44092900;Mali;82000;W00;115200000
324;2;201509;9012110;Inde;9000;W00;480000000
324;2;201509;9011127;Pays-bas;39600;W00;200000000
324;2;201509;9011127;Pays-bas;39600;W00;200000000
324;2;201509;18010019;Allemagne;96000;W00;720000000
324;2;201509;98010000;Gambie;7000;W00;178571428
324;2;201509;84213990;Sénégal;4528;W00;98345182
324;2;201509;3021900;Corée, République de;24500;W00;300000000
324;2;201509;9011127;Pays-bas;39600;W00;200000000
324;2;201509;94037090;Mali;1033;W00;8597632
324;2;201509;39249010;Mali;16272;W00;160006660
324;2;201509;39241000;Mali;9450;W00;127100000
324;2;201509;9011127;Pays-bas;19800;W00;100000000
324;2;201509;44072900;Chine;177121;W00;576000000
324;2;201509;27101939;Mali;30096;W00;560681222
324;2;201509;18010019;Allemagne;96000;W00;720000000
324;2;201509;85414090;Sénégal;14520;W00;181560336
324;2;201509;90178000;Afrique du Sud;48;W00;66706006
324;2;201509;15119099;Pays-bas;70000;W00;400000000
324;2;201509;90303900;Sierra Leone;1;W00;7590678
324;2;201509;36030000;Sierra Leone;432;W00;9211160
324;2;201509;84314900;Etats-Unis;18;W00;743774
324;2;201509;71081200;Etats-Unis;4963;W00;1250109818
324;2;201509;84713090;Etats-Unis;14;W00;15334714
324;2;201509;98010000;Chine;212;W00;500000
324;2;201509;49119910;Etats-Unis;694;W00;69006213
324;2;201509;85176200;Guinée Equatoriale;59;W00;171993158
324;2;201509;71023100;Belgique;410;W00;774162819
324;2;201509;62042200;Belgique;15;W00;374387
324;2;201509;71081200;Emirats Arabes Unis;23477;W00;5871384000
324;2;201509;71081200;France;44385;W00;10954560909
324;2;201509;1069000;Côte d'Ivoire;20;W00;2500114
324;2;201509;71081200;France;33359;W00;8379069818
324;2;201509;88039000;Nouvelle-Zélande;5;W00;11228730
324;2;201509;98010000;Libéria;147;W00;7485820
324;2;201509;26060000;Ukraine;28503000;W00;3084611263
324;2;201509;84733000;Pays-bas;5;W00;74724
324;2;201509;26060000;Ukraine;36799000;W00;4034778203
324;2;201509;85432000;Sierra Leone;10;W00;31642041
324;2;201509;8013100;Vietnam;500000;W00;5760000000
324;2;201509;71081200;Emirats Arabes Unis;25029;W00;6526166727
324;2;201509;71081200;Emirats Arabes Unis;6755;W00;1646392000
324;2;201509;84713090;Afrique du Sud;13;W00;55334813
324;2;201509;71081200;France;8003;W00;2023627818
324;2;201509;71081200;Emirats Arabes Unis;29398;W00;7116298000
324;2;201509;71081200;Emirats Arabes Unis;20786;W00;5205049636
324;2;201509;85049000;Suisse;25;W00;107682908
324;2;201509;84314900;Guinée Equatoriale;30;W00;22186411
324;2;201509;71081200;Emirats Arabes Unis;34605;W00;8970024182
324;2;201509;7051900;Pays-bas;500;W00;100000000
324;2;201509;87113010;Chine;10;W00;385513
324;2;201509;71081200;Suisse;6062;W00;1421954280
324;2;201509;85393110;Papouasie Nouvelle Guinée;21;W00;5398616
324;2;201509;26169010;Canada;58;W00;2990585
324;2;201509;26060000;Ukraine;34853000;W00;3841191688
324;2;201509;71081200;France;54620;W00;13744542364
324;2;201509;85118000;Guinée Equatoriale;1;W00;67079253
324;2;201509;84733000;Cameroun;45;W00;2995092
324;2;201509;71081200;Emirats Arabes Unis;7122;W00;1819604182
324;2;201509;26060000;Irlande;61473000;W00;14822679859
324;2;201509;85042200;Sénégal;42200;W00;1615670154
324;2;201509;26060000;Etats-Unis;49183000;W00;11859253063
324;2;201509;3036900;Chine;360000;W00;600000000
324;2;201509;26060000;Espagne;64243000;W00;15490596233
324;2;201509;27101921;Pays-bas;38000;W00;126488704
324;2;201510;26060000;Espagne;59889000;W00;15029028184
324;2;201510;27101921;Pays-bas;8000;W00;26622198
324;2;201510;8029000;Mali;25000;W00;75000000
324;2;201510;8029000;Mali;20000;W00;60000000
324;2;201510;8029000;Mali;20000;W00;60000000
324;2;201510;18010012;Allemagne;75000;W00;960000000
324;2;201510;27101921;Pays-bas;37000;W00;123133546
324;2;201510;26060000;Etats-Unis;48970000;W00;12288926350
324;2;201510;26060000;Canada;62072000;W00;15576847793
324;2;201510;26060000;France;67100000;W00;16838614623
324;2;201510;27101921;Pays-bas;10000;W00;33279428
324;2;201510;26060000;Espagne;60880000;W00;15277717709
324;2;201510;84314900;Mali;3719;W00;23478526
324;2;201510;26060000;Espagne;50048000;W00;12559448356
324;2;201510;26060000;Canada;67054000;W00;16827071013
324;2;201510;26060000;Irlande;60564000;W00;15198418123
324;2;201510;26060000;France;63621000;W00;15965566333
324;2;201510;26060000;Irlande;60152000;W00;15095027523
324;2;201510;90152000;Etats-Unis;8;W00;3404456
324;2;201510;9012110;Inde;12000;W00;640000000
324;2;201510;72042100;Inde;280000;W00;360000000
324;2;201510;40012900;Malaisie;158970;W00;1612426918
324;2;201510;40012900;Pologne;90840;W00;1032229774
324;2;201510;3034900;Corée, République de;21084;W00;37500000
324;2;201510;26060000;Espagne;64449000;W00;16173351324
324;2;201510;26060000;Etats-Unis;49250000;W00;12359191806
324;2;201510;26060000;Espagne;64426000;W00;16167579519
324;2;201510;27101921;Pays-bas;13000;W00;43263592
324;2;201510;27101921;Pays-bas;13000;W00;43263592
324;2;201510;27101921;Pays-bas;34000;W00;113149382
324;2;201510;27101921;Pays-bas;37000;W00;123133546
324;2;201510;27101921;Pays-bas;33000;W00;109822447
324;2;201510;26060000;Espagne;66558000;W00;16702600776
324;2;201510;27101921;Pays-bas;14000;W00;46590527
324;2;201510;26060000;Etats-Unis;51751000;W00;12986812897
324;2;201510;26060000;Espagne;63891000;W00;16033322309
324;2;201510;3053900;Etats-Unis;16000;W00;600000000
324;2;201510;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201510;94037090;Mali;1478;W00;7880431
324;2;201510;39172390;Mali;31558;W00;257084003
324;2;201510;39232900;Mali;73172;W00;649888860
324;2;201510;94037090;Mali;941;W00;7880431
324;2;201510;39249010;Mali;21524;W00;210454116
324;2;201510;26060000;Etats-Unis;48315000;W00;12124555373
324;2;201510;39241000;Mali;10302;W00;95933204
324;2;201510;3053900;Etats-Unis;1920;W00;300000000
324;2;201510;3031900;Chine;15600;W00;37500000
324;2;201510;87042219;Côte d'Ivoire;24050;W00;21000000
324;2;201510;87032320;Côte d'Ivoire;9000;W00;24000000
324;2;201510;86090000;Mali;2890;W00;11680859
324;2;201510;87089900;Mali;89;W00;23361717
324;2;201510;88033000;Roumanie;5800;W00;1973789245
324;2;201510;72044900;Inde;270000;W00;121608022
324;2;201510;39249010;Mali;21828;W00;202280407
324;2;201510;8029000;Mali;30000;W00;57000000
324;2;201510;26060000;Irlande;61077000;W00;15095794866
324;2;201510;72042100;Inde;250000;W00;200000000
324;2;201510;26060000;Allemagne;64487000;W00;16182887350
324;2;201510;9011127;Pays-bas;34800;W00;200000000
324;2;201510;26060000;Irlande;60847000;W00;15269436423
324;2;201510;26060000;Etats-Unis;42557000;W00;10679596461
324;2;201510;84314300;Côte d'Ivoire;2530;W00;292622629
324;2;201510;39249010;Mali;24360;W00;237602566
324;2;201510;39241000;Mali;12047;W00;117712631
324;2;201510;23023000;Maroc;5130774;W00;4236651870
324;2;201510;39232900;Mali;69660;W00;632965794
324;2;201510;9012110;Inde;6000;W00;320000000
324;2;201510;9061900;Sénégal;600;W00;120000000
324;2;201510;27101939;Mali;36000;W00;526217427
324;2;201510;9011127;Pays-bas;39600;W00;200000000
324;2;201510;18010019;Allemagne;26400;W00;180000000
324;2;201510;26060000;Allemagne;63606000;W00;15961802112
324;2;201510;26060000;Allemagne;63825000;W00;16016759737
324;2;201510;27101939;Sierra Leone;11850;W00;239732949
324;2;201510;4090000;Maroc;2200;W00;201878406
324;2;201510;21069099;France;17621;W00;37500000
324;2;201510;18010019;Pays-bas;252000;W00;1800000000
324;2;201510;40012900;Malaisie;226800;W00;2309433917
324;2;201510;40012900;Espagne;102550;W00;1311065504
324;2;201510;26060000;Irlande;200;W00;37533
324;2;201510;44072900;Chine;178494;W00;576000000
324;2;201510;19059000;France;2200;W00;12500000
324;2;201510;39249010;Mali;16091;W00;163341077
324;2;201510;40012900;Malaisie;102550;W00;1154716958
324;2;201510;9012110;Inde;6000;W00;320000000
324;2;201510;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201510;39249010;Niger;18535;W00;151911113
324;2;201510;98010000;Etats-Unis;1292;W00;675600120
324;2;201510;9011127;Pays-bas;495000;W00;2500000000
324;2;201510;9011127;Sénégal;15500;W00;160000000
324;2;201510;15119099;France;22200;W00;12500000
324;2;201510;3034900;Corée, Rép. Populaire Démocratique;11250;W00;150000000
324;2;201510;44072900;Taïwan, Province de Chine;48153;W00;172800000
324;2;201510;39241000;Niger;6723;W00;112813118
324;2;201510;27101939;Libéria;9405;W00;192776474
324;2;201510;9011127;Pays-bas;39600;W00;200000000
324;2;201510;40012900;Allemagne;41020;W00;540070378
324;2;201510;40012900;Malaisie;41020;W00;475413829
324;2;201510;9011127;Sénégal;100000;W00;800000000
324;2;201510;39249010;Libéria;615;W00;6120846
324;2;201510;3034900;Corée, République de;20300;W00;37500000
324;2;201510;39241000;Mali;13252;W00;124661683
324;2;201510;9012110;Inde;12000;W00;640000000
324;2;201510;48196000;Espagne;34924;W00;132123355
324;2;201510;44072900;Chine;170791;W00;576000000
324;2;201510;98010000;Belgique;1079;W00;52357776
324;2;201510;18010012;Vietnam;130000;W00;960000000
324;2;201510;94037090;Mali;1095;W00;9452237
324;2;201510;10063010;Espagne;22538;W00;109716470
324;2;201510;18010019;Allemagne;26400;W00;180000000
324;2;201510;3035300;Corée, Rép. Populaire Démocratique;243400;W00;3000000000
324;2;201510;84433190;Congo, République Démocratique;9830;W00;48667275
324;2;201510;39232900;Libéria;38370;W00;364443013
324;2;201510;39241000;Libéria;552;W00;5390837
324;2;201510;18010019;Allemagne;158400;W00;1080000000
324;2;201510;3031900;Chine;15600;W00;37500000
324;2;201510;86090000;Espagne;11200;W00;10000000
324;2;201510;9011127;Pays-bas;158400;W00;800000000
324;2;201510;18010012;Allemagne;75000;W00;960000000
324;2;201510;84714190;Sénégal;8879;W00;134207888
324;2;201510;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201510;85119000;Grèce;480;W00;5000000
324;2;201510;72042900;Taïwan, Province de Chine;18500;W00;11364168
324;2;201510;27101921;Pays-bas;19000;W00;63231921
324;2;201510;40012900;Malaisie;22710;W00;230346703
324;2;201510;72042900;Taïwan, Province de Chine;18500;W00;11109869
324;2;201510;40012900;Pologne;90840;W00;1032229774
324;2;201510;9012110;Inde;6000;W00;320000000
324;2;201510;98010000;Angola;1500;W00;20215637
324;2;201510;22021000;Espagne;3000;W00;24724838
324;2;201510;39269010;Espagne;19000;W00;61812096
324;2;201510;27101939;Sierra Leone;6897;W00;139218665
324;2;201510;3021900;Corée, République de;24500;W00;300000000
324;2;201510;40012900;Malaisie;45420;W00;460693405
324;2;201510;40012900;Italie;61530;W00;774172330
324;2;201510;39241000;Mali;8950;W00;115600000
324;2;201510;44072900;Chine;179344;W00;576000000
324;2;201510;3025900;Etats-Unis;17540;W00;50000000
324;2;201510;9012110;Inde;18000;W00;960000000
324;2;201510;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201510;9011127;Pays-bas;79200;W00;400000000
324;2;201510;94037090;Niger;1514;W00;13545306
324;2;201510;98010000;Cameroun;1599;W00;134770914
324;2;201510;40012900;Malaisie;45420;W00;460693405
324;2;201510;44072900;Chine;175009;W00;576000000
324;2;201510;18010019;Allemagne;52800;W00;360000000
324;2;201510;3033900;Chine;150000;W00;3000000000
324;2;201510;71081200;Suisse;3609;W00;840956740
324;2;201510;90251900;Chine;132;W00;34538116
324;2;201510;90268000;Chine;34;W00;8453356
324;2;201510;85369000;Chine;2;W00;217356
324;2;201510;84669400;Taïwan, Province de Chine;22090;W00;25868528
324;2;201510;84729000;France;89;W00;138057643
324;2;201510;87051000;Mali;8800;W00;517960092
324;2;201510;24022000;Sénégal;13;W00;8506450
324;2;201510;84314900;Taïwan, Province de Chine;1857;W00;20643337
324;2;201510;90303200;Chine;24;W00;6038186
324;2;201510;36020090;Sierra Leone;7200;W00;205633553
324;2;201510;71023100;Belgique;1147;W00;823630353
324;2;201510;33030010;France;64;W00;29529028
324;2;201510;39173100;Sierra Leone;2075;W00;143647822
324;2;201510;61019000;Canada;18;W00;5989818
324;2;201510;33030090;Sénégal;70;W00;25194621
324;2;201510;71081200;Ghana;2000;W00;4,44364E+11
324;2;201510;33030090;France;17;W00;19987707
324;2;201510;71023100;Etats-Unis;401;W00;580616748
324;2;201510;71081310;Inde;314;W00;80437839420
324;2;201510;71081200;France;20677;W00;5357718909
324;2;201510;71023100;Italie;18;W00;234567169
324;2;201510;71081200;France;21662;W00;5887764182
324;2;201510;71023100;Belgique;3557;W00;3098195706
324;2;201510;71069100;Ghana;119;W00;283939700
324;2;201510;26060000;Ukraine;35738000;W00;3865837935
324;2;201510;73072100;Chine;4;W00;966083
324;2;201510;71081200;France;13475;W00;372008727
324;2;201510;85043300;Chine;21;W00;5313568
324;2;201510;71081200;Belgique;506;W00;139852909
324;2;201510;26060000;Ukraine;37311000;W00;3986907803
324;2;201510;26060000;Ukraine;28325000;W00;3010763892
324;2;201510;71023100;Etats-Unis;584;W00;46685615
324;2;201510;33030090;Sénégal;47;W00;33286594
324;2;201510;85447000;Chine;4;W00;966083
324;2;201510;71081200;France;1063;W00;270560000
324;2;201510;26060000;Ukraine;35738000;W00;3778610002
324;2;201510;8027000;Etats-Unis;800;W00;20000015
324;2;201510;71081200;Suisse;1400;W00;250818000
324;2;201510;84212300;Afrique du Sud;4;W00;149716
324;2;201510;21069099;France;440;W00;20000015
324;2;201510;85171200;Emirats Arabes Unis;135;W00;21762102
324;2;201510;26060000;Ukraine;35611000;W00;3845409664
324;2;201510;25309000;Royaume-Uni;145;W00;374291
324;2;201510;90318000;Afrique du Sud;75;W00;2769753
324;2;201510;26011190;Canada;450;W00;74858
324;2;201510;30022000;France;356;W00;97816
324;2;201510;88039000;Nouvelle-Zélande;4;W00;22457460
324;2;201510;52122500;Australie;141;W00;2500039
324;2;201510;27101939;Sénégal;2040;W00;45040008
324;2;201510;6042000;Royaume-Uni;70;W00;20000015
324;2;201510;39241000;Mali;1444;W00;14037496
324;2;201510;98010000;Allemagne;42;W00;2500039
324;2;201510;85287390;France;26;W00;2499964
