reporter;flow;month;ntlc;parttr;qty1;unit1;val
324;2;201501;39249010;Niger;21149;W00;200084368
324;2;201501;38112900;Sénégal;2700;W00;52177478
324;2;201501;3038900;Corée, République de;633600;W00;8400000000
324;2;201501;3025900;Corée, République de;24500;W00;300000000
324;2;201501;3034900;Corée, République de;42500;W00;37500000
324;2;201501;97030000;Etats-Unis;3000;W00;180000000
324;2;201501;8027000;Etats-Unis;56000;W00;800000000
324;2;201501;3034900;Corée, République de;48300;W00;75000000
324;2;201501;26060000;Ukraine;37884540;W00;4224317059
324;2;201501;39232900;Sierra Leone;44085;W00;365818562
324;2;201501;84713090;Guinée Equatoriale;250;W00;83321352
324;2;201501;73261900;Inde;58000;W00;200000000
324;2;201501;39241000;Niger;6266;W00;58045677
324;2;201501;3057900;Etats-Unis;1106;W00;20000094
324;2;201501;98010000;Maroc;4000;W00;466203550
324;2;201501;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201501;73261900;Inde;75000;W00;40000000
324;2;201501;44130000;Allemagne;50000;W00;600000000
324;2;201501;3034900;Corée, République de;24250;W00;37500000
324;2;201501;84314900;Mali;500;W00;35162470
324;2;201501;90189000;France;4154;W00;1195085481
324;2;201501;90189000;France;3186;W00;1454274888
324;2;201501;98010000;Royaume-Uni;619;W00;7499982
324;2;201501;39249010;Mali;18832;W00;169898141
324;2;201501;92060000;Etats-Unis;1000;W00;100000000
324;2;201501;84812000;Ghana;131;W00;45113585
324;2;201501;72044900;Emirats Arabes Unis;25000;W00;16791533
324;2;201501;72043000;Inde;180000;W00;76357285
324;2;201501;3021900;Corée, République de;1740000;W00;6000000000
324;2;201501;32151900;Guinée Equatoriale;4;W00;282805
324;2;201501;3036900;Chine;50000;W00;75000000
324;2;201501;44092900;Chine;142530;W00;1600000000
324;2;201501;3021900;Corée, République de;24500;W00;300000000
324;2;201501;72042100;Inde;250000;W00;200000000
324;2;201501;40012900;Espagne;136260;W00;1721135860
324;2;201501;72042100;Inde;40000;W00;180000000
324;2;201501;84433190;Guinée Equatoriale;7;W00;3252255
324;2;201501;22029090;Royaume-Uni;1;W00;7954
324;2;201501;98010000;Etats-Unis;856;W00;35350595
324;2;201501;22011010;Afrique du Sud;20;W00;7070
324;2;201501;44092900;Mauritanie;56000;W00;600000000
324;2;201501;84314900;Finlande;15;W00;2545243
324;2;201501;84713090;Ghana;3;W00;3535060
324;2;201501;84713090;Sénégal;6;W00;3535060
324;2;201501;84314900;Guinée Equatoriale;34;W00;83917
324;2;201501;39269099;Taïwan, Province de Chine;11;W00;212104
324;2;201501;87033220;Côte d'Ivoire;2233;W00;194430138
324;2;201501;84139190;Emirats Arabes Unis;43;W00;5479342
324;2;201501;26139000;Irlande;62;W00;212104
324;2;201501;84314900;Allemagne;2;W00;17068845
324;2;201501;84733000;Royaume-Uni;5;W00;815856
324;2;201501;39232900;Mali;73867;W00;621798230
324;2;201501;84713090;Ghana;3;W00;3535060
324;2;201501;71081310;Inde;362;W00;90029257900
324;2;201501;87032120;Mali;1980;W00;273832991
324;2;201501;71023100;Belgique;3810;W00;3707807606
324;2;201501;71023100;Israèl;172;W00;6064607312
324;2;201501;26060000;Ukraine;28960000;W00;3013726176
324;2;201501;84314900;Madagascar;68;W00;12913007
324;2;201501;84733000;Nigéria;395;W00;57444717
324;2;201501;84138100;Ghana;199;W00;69359433
324;2;201501;22019000;France;80;W00;186481
324;2;201501;85177000;Pays-bas;19;W00;106051785
324;2;201501;98010000;France;15;W00;8718006
324;2;201501;28112100;Etats-Unis;9;W00;7070
324;2;201501;11010000;France;9;W00;70701
324;2;201501;84733000;Guinée Equatoriale;16;W00;17078764
324;2;201501;39173990;Chine;34;W00;2121036
324;2;201501;90178000;Etats-Unis;30;W00;23940157
324;2;201501;94037090;Niger;885;W00;6893366
324;2;201501;98010000;Sénégal;90;W00;6402995
324;2;201501;87033319;Libéria;1500;W00;420071120
324;2;201501;85176900;France;45;W00;1484725
324;2;201501;84314100;Burkina Faso;21955;W00;1334357685
324;2;201501;36020090;Libéria;75000;W00;1328680118
324;2;201501;87032219;Mali;2000;W00;267691462
324;2;201501;26011190;Australie;152;W00;62
324;2;201501;84718090;Brésil;4;W00;707012
324;2;201501;22011010;Royaume-Uni;52;W00;586537
324;2;201501;84314300;Mali;198;W00;12698455
324;2;201501;62032900;Mali;39;W00;17819564
324;2;201501;84314900;Mali;1005;W00;18325321
324;2;201501;73110000;Mali;850;W00;4971986
324;2;201501;8029000;Mali;25000;W00;75000000
324;2;201501;26060000;Inde;59306000;W00;14056057375
324;2;201501;84314300;Mali;1980;W00;249256514
324;2;201501;26060000;France;65687000;W00;15568411979
324;2;201501;26060000;Etats-Unis;49209000;W00;11662977226
324;2;201501;84314300;Mali;946;W00;28124871
324;2;201501;26060000;Espagne;63905000;W00;15146061892
324;2;201501;8029000;Mali;25000;W00;75000000
324;2;201501;8029000;Mali;20000;W00;60000000
324;2;201501;84138100;Mali;43;W00;22942106
324;2;201501;84314300;Mali;15;W00;35250298
324;2;201501;73042200;Mali;4520;W00;276524067
324;2;201501;26060000;Irlande;65007000;W00;15407245840
324;2;201501;73042300;Mali;1250;W00;15199719
324;2;201501;84314900;Sénégal;432;W00;10605179
324;2;201501;84314900;Mali;2982;W00;214781770
324;2;201501;27101921;Pays-bas;25000;W00;118430636
324;2;201501;39241000;Burkina Faso;14795;W00;130359561
324;2;201501;87029020;Sierra Leone;3000;W00;7150000
324;2;201501;84433290;France;5;W00;5132139
324;2;201501;87032320;Belgique;3145;W00;15000000
324;2;201501;26060000;Allemagne;64131000;W00;15199625932
324;2;201501;27101230;France;1033706;W00;4918561682
324;2;201501;27101230;France;605925;W00;2883098772
324;2;201501;26060000;Irlande;61856000;W00;14660430395
324;2;201501;27101921;Pays-bas;25000;W00;118430636
324;2;201501;8029000;Mali;15000;W00;60000000
324;2;201501;27101921;Pays-bas;40000;W00;189485190
324;2;201501;27101921;Pays-bas;40000;W00;189485190
324;2;201501;27101921;Pays-bas;40000;W00;189485190
324;2;201501;27101921;Pays-bas;30000;W00;142113893
324;2;201501;27101921;Pays-bas;40000;W00;189485190
324;2;201501;26060000;Singapour;168756;W00;2,10077E+12
324;2;201501;84314300;Mali;480;W00;56943740
324;2;201501;26060000;Chine;58436000;W00;13849859522
324;2;201501;27101921;Pays-bas;30000;W00;142113893
324;2;201501;6049000;Belgique;1000;W00;20000094
324;2;201501;8029000;Mali;25000;W00;75000000
324;2;201501;40012900;Italie;136260;W00;1721135860
324;2;201501;72044900;Emirats Arabes Unis;75000;W00;50374598
324;2;201501;94037090;Mali;1033;W00;8042260
324;2;201501;40012900;Malaisie;45420;W00;435025836
324;2;201501;40012900;France;113550;W00;1434279884
324;2;201501;40012900;France;90840;W00;1147423907
324;2;201501;9011127;Pays-bas;158400;W00;800000000
324;2;201501;3044900;Chine;25000;W00;1500000000
324;2;201501;18010019;Allemagne;252000;W00;1800000000
324;2;201501;3057900;Etats-Unis;1167;W00;20000094
324;2;201501;90200000;Afrique du Sud;240;W00;4949083
324;2;201501;26169090;Afrique du Sud;956;W00;5125836
324;2;201501;3089000;Etats-Unis;645;W00;20000023
324;2;201501;84749000;Chine;156;W00;2499994
324;2;201501;88039000;Nouvelle-Zélande;20;W00;3535060
324;2;201501;39241000;Burkina Faso;11004;W00;97109852
324;2;201501;40012900;France;136260;W00;1721135860
324;2;201501;3021900;Corée, République de;200000;W00;3000000000
324;2;201501;26060000;Allemagne;65631000;W00;15555139473
324;2;201501;84314900;Mali;102;W00;710284
324;2;201501;32089029;Mali;320;W00;35747959
324;2;201501;26060000;Allemagne;66583000;W00;15780772067
324;2;201501;26060000;Irlande;62137000;W00;14727029932
324;2;201501;26060000;Espagne;60000000;W00;14220541640
324;2;201501;8029000;Mali;25000;W00;75000000
324;2;201501;26060000;Etats-Unis;49389000;W00;11705638851
324;2;201501;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201501;26060000;France;68945000;W00;16340587390
324;2;201501;39241000;Mali;16823;W00;145672732
324;2;201501;26060000;Etats-Unis;48542000;W00;11504892205
324;2;201501;26060000;Canada;60150000;W00;14256092995
324;2;201501;26060000;Allemagne;62511000;W00;14815671308
324;2;201501;84314900;Côte d'Ivoire;500;W00;16300994
324;2;201501;98010000;Tanzanie;7500;W00;124950213
324;2;201501;39249010;Burkina Faso;18893;W00;175876280
324;2;201501;94037090;Burkina Faso;9;W00;84841
324;2;201501;18010012;Allemagne;100000;W00;100000000
324;2;201501;26060000;Irlande;54520000;W00;12921732171
324;2;201501;39232900;Burkina Faso;67488;W00;554191278
324;2;201501;3044900;Côte d'Ivoire;5000;W00;312923467
324;2;201501;94037090;Mali;1033;W00;8042260
324;2;201501;72042900;Inde;400;W00;25000000
324;2;201501;27101939;Sierra Leone;1881;W00;46450682
324;2;201501;39249010;Mali;13944;W00;127821388
324;2;201501;39241000;Mali;17095;W00;147447897
324;2;201501;10089000;Etats-Unis;175000;W00;1400000000
324;2;201501;23023000;Mauritanie;1000000;W00;1535775755
324;2;201501;87089900;Corée, République de;10000;W00;23552900
324;2;201501;18010012;Allemagne;100000;W00;100000000
324;2;201501;63051000;Maroc;23300;W00;25000000
324;2;201501;18010019;Allemagne;100800;W00;720000000
324;2;201501;9011127;Pays-bas;59400;W00;300000000
324;2;201501;3031900;Corée, République de;40000;W00;37500000
324;2;201501;73269090;Corée, République de;2000;W00;18750000
324;2;201501;3031900;Corée, République de;38000;W00;37500000
324;2;201501;39249010;Mali;11516;W00;106782835
324;2;201501;18010019;Allemagne;151200;W00;1080000000
324;2;201501;94037090;Mali;885;W00;6893366
324;2;201501;3035300;Pakistan;292000;W00;3000000000
324;2;201501;18010019;Allemagne;100800;W00;720000000
324;2;201501;27101939;Sierra Leone;8360;W00;174773342
324;2;201501;83030000;Sierra Leone;150;W00;3535060
324;2;201501;3031900;Corée, République de;20000;W00;37500000
324;2;201501;20099090;Sierra Leone;43230;W00;166713406
324;2;201501;18010012;Allemagne;125000;W00;125000000
324;2;201501;39241000;Mali;17698;W00;148953267
324;2;201501;39249010;Mali;11517;W00;106076530
324;2;201501;87032320;Belgique;3145;W00;15000000
324;2;201501;39174090;Mali;4784;W00;48428194
324;2;201501;84291900;Mauritanie;17000;W00;125000000
324;2;201501;18010012;Allemagne;250000;W00;250000000
324;2;201501;39232900;Burkina Faso;70051;W00;588322631
324;2;201501;94037090;Mali;1180;W00;9191155
324;2;201501;27101939;Mali;36000;W00;596718044
324;2;201501;27101939;Mali;36000;W00;622877484
324;2;201501;39241000;Mali;16823;W00;145672732
324;2;201501;39241000;Mali;16944;W00;147362490
324;2;201501;39249010;Burkina Faso;8803;W00;86838737
324;2;201501;40012900;Pologne;136260;W00;1721135860
324;2;201501;94037090;Burkina Faso;446;W00;3966337
324;2;201501;27101939;Sierra Leone;6551;W00;165101419
324;2;201501;39249010;Burkina Faso;16377;W00;147687716
324;2;201501;94037090;Burkina Faso;1033;W00;8042260
324;2;201501;39249010;Burkina Faso;13851;W00;126438473
324;2;201501;94037090;Burkina Faso;1033;W00;8042260
324;2;201501;84314300;Afrique du Sud;7;W00;7070119
324;2;201501;39249010;Mali;19425;W00;167879976
324;2;201501;94037090;Mali;885;W00;6893366
324;2;201501;98010000;Guatemala;4000;W00;386995567
324;2;201501;39241000;Mali;12746;W00;111075105
324;2;201501;39249010;Mali;15272;W00;137742886
324;2;201501;94037090;Mali;885;W00;6893366
324;2;201501;39241000;Mali;13464;W00;116876137
324;2;201501;26060000;Ukraine;30113900;W00;3336560677
324;2;201501;9011127;Pays-bas;129600;W00;800000000
324;2;201501;39249010;Mali;17420;W00;156447947
324;2;201501;39241000;Burkina Faso;16981;W00;139684341
324;2;201501;12074000;Emirats Arabes Unis;200000;W00;800000000
324;2;201501;39249010;Mali;18833;W00;169898141
324;2;201501;39241000;Mali;16822;W00;145672732
324;2;201501;39249010;Mali;18833;W00;169898141
324;2;201501;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201501;30033900;Sénégal;2000;W00;10605179
324;2;201501;3036900;Corée, République de;20000;W00;300000000
324;2;201501;94037090;Mali;885;W00;6893366
324;2;201501;17019110;Sierra Leone;60000;W00;345489142
324;2;201501;40012900;Espagne;90840;W00;1147423907
324;2;201501;39241000;Burkina Faso;14750;W00;120170813
324;2;201501;3034900;Corée, République de;27216;W00;37500000
324;2;201501;39241000;Mali;520;W00;4652138
324;2;201501;64029990;Sénégal;3000;W00;14140238
324;2;201501;94037090;Mali;885;W00;6893366
324;2;201501;39174090;Mali;4110;W00;41177363
324;2;201501;39172390;Mali;35132;W00;257306376
324;2;201501;39173990;Mali;1266;W00;8554844
324;2;201501;39249010;Mali;13928;W00;127128163
324;2;201501;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201501;27101939;Mali;30096;W00;626553946
324;2;201501;87032120;Mali;2000;W00;285549734
324;2;201501;71023100;Etats-Unis;34;W00;356333998
324;2;201501;26060000;Ukraine;30810920;W00;2788847820
324;2;201501;26060000;Ukraine;30458160;W00;2681547806
324;2;201501;71081200;France;38713;W00;9364254545
324;2;201501;39232900;Mali;74271;W00;624885398
324;2;201501;40012900;Singapour;22710;W00;217512918
324;2;201501;3021900;Corée, République de;24500;W00;300000000
324;2;201501;3025900;Corée, République de;24500;W00;300000000
324;2;201501;87033219;Italie;1946;W00;176752975
324;2;201501;40012900;Italie;113550;W00;1434279884
324;2;201501;39249010;Mali;14870;W00;134557444
324;2;201501;18010019;Allemagne;201600;W00;1440000000
324;2;201501;39232900;Mali;74421;W00;624428668
324;2;201501;98010000;Ghana;2200;W00;321680450
324;2;201501;40012900;France;45420;W00;573711953
324;2;201501;40012900;France;113550;W00;1434279884
324;2;201501;15132100;France;21600;W00;240000000
324;2;201501;9011127;Pays-bas;39600;W00;200000000
324;2;201501;98010000;France;165;W00;5000695
324;2;201501;71023100;Israèl;1439;W00;2035133754
324;2;201501;26060000;Ukraine;30079310;W00;3284878744
324;2;201501;26060000;Ukraine;30977280;W00;2749152637
324;2;201501;94037090;Mali;885;W00;6893366
324;2;201501;40012900;Espagne;113550;W00;1434279884
324;2;201501;71081310;Inde;323;W00;80315009420
324;2;201501;26060000;Ukraine;28512000;W00;3058281712
324;2;201501;71023100;Espagne;13;W00;39734069
324;2;201501;71081200;Ghana;225;W00;65602072680
324;2;201501;84314300;Royaume-Uni;6;W00;70913294
324;2;201501;71023100;Etats-Unis;8;W00;117856197
324;2;201501;26060000;Ukraine;21981240;W00;1908039881
324;2;201501;71081200;Ghana;254;W00;70793246500
324;2;201501;3057900;Ghana;13000;W00;25000000
324;2;201501;87033320;Côte d'Ivoire;4467;W00;768529301
324;2;201501;36030000;Sierra Leone;12;W00;5475561
324;2;201501;87032420;Maroc;2000;W00;344058220
324;2;201501;87041000;Sierra Leone;108470;W00;1633197489
324;2;201501;26060000;Ukraine;21721480;W00;1931564147
324;2;201501;71081200;Turquie;34837;W00;8326633636
324;2;201501;39249010;Mali;11517;W00;106076530
324;2;201501;44072900;Chine;173118;W00;195842296
324;2;201501;3031900;Chine;120000;W00;1600000000
324;2;201501;15119099;Gambie;40;W00;300000000
324;2;201501;44092900;Mali;164000;W00;168268832
324;2;201501;44072800;Allemagne;18607;W00;32890194
324;2;201501;39249010;Mali;12968;W00;120683396
324;2;201501;44072800;Belgique;16839;W00;29765201
324;2;201501;3054900;Etats-Unis;15000;W00;400000000
324;2;201501;39172390;Mali;32808;W00;243846283
324;2;201501;44072800;Belgique;16161;W00;28563281
324;2;201501;39241000;Mali;16944;W00;147362490
324;2;201501;94037090;Mali;885;W00;6893366
324;2;201501;39241000;Mali;9699;W00;83457099
324;2;201501;3031900;Vietnam;80000;W00;1200000000
324;2;201501;71081200;Ghana;201;W00;58336215600
324;2;201501;10064000;Sierra Leone;260572;W00;349263879
324;2;201501;44072900;Chine;179165;W00;202672031
324;2;201501;27101939;Sierra Leone;1317;W00;26824031
324;2;201501;44092900;Algérie;100800;W00;142533599
324;2;201501;18010019;France;151200;W00;1080000000
324;2;201501;18010012;Allemagne;125000;W00;1600000000
324;2;201501;39241000;Mali;10498;W00;91912890
324;2;201501;39241000;Mali;12284;W00;106574974
324;2;201501;85021190;Sierra Leone;1350;W00;56560952
324;2;201501;40012900;Espagne;22710;W00;286855977
324;2;201501;73261900;Inde;20000;W00;200000000
324;2;201501;72044900;Inde;270000;W00;114535928
324;2;201501;39232900;Mali;73867;W00;621798230
324;2;201501;48196000;Espagne;17184;W00;65045095
324;2;201501;39249010;Mali;11450;W00;139100000
324;2;201501;18010012;Allemagne;125000;W00;125000000
324;2;201501;72042900;Inde;400;W00;20000000
324;2;201501;3044900;Corée, République de;25000;W00;1500000000
324;2;201501;9011210;Maroc;192000;W00;1000000000
324;2;201501;72044900;Inde;270000;W00;114535928
324;2;201501;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201501;40012900;Malaisie;113550;W00;1087564590
324;2;201501;9011127;Pays-bas;59400;W00;300000000
324;2;201502;85414090;Bénin;22000;W00;197397722
324;2;201502;39241000;Niger;6590;W00;56914458
324;2;201502;18010019;Allemagne;201600;W00;1440000000
324;2;201502;9011127;Pays-bas;57600;W00;300000000
324;2;201502;3044900;Chine;5000;W00;300000000
324;2;201502;64029990;Sénégal;3000;W00;3641111
324;2;201502;18010012;Allemagne;125000;W00;125000000
324;2;201502;72042100;Maroc;400;W00;19533325
324;2;201502;40012900;Pologne;181680;W00;2294847814
324;2;201502;27101939;Sierra Leone;11286;W00;258130045
324;2;201502;39232900;Libéria;19575;W00;192674883
324;2;201502;94037090;Niger;885;W00;6893366
324;2;201502;39232900;Burkina Faso;69905;W00;587049302
324;2;201502;3034900;Corée, Rép. Populaire Démocratique;24000;W00;300000000
324;2;201502;98010000;Suisse;76;W00;8805753
324;2;201502;84295100;Sierra Leone;15000;W00;127262142
324;2;201502;39232900;Burkina Faso;70099;W00;588580337
324;2;201502;18010019;Allemagne;100800;W00;720000000
324;2;201502;3034900;Vietnam;145000;W00;1400000000
324;2;201502;73261900;Inde;50000;W00;3840000000
324;2;201502;85021290;Ouganda;1500;W00;24745417
324;2;201502;84733000;Côte d'Ivoire;13;W00;13986107
324;2;201502;26060000;Australie;68;W00;70701
324;2;201502;26060000;Ukraine;35641000;W00;4011917463
324;2;201502;72042100;Maroc;100;W00;4883331
324;2;201502;98010000;Chine;117;W00;4662390
324;2;201502;84812000;Emirats Arabes Unis;12;W00;31728502
324;2;201502;39241000;Mali;16781;W00;148814693
324;2;201502;18010012;Allemagne;250000;W00;250000000
324;2;201502;15119099;France;19600;W00;300000000
324;2;201502;84543000;Ouganda;2500;W00;22624381
324;2;201502;72044900;Inde;270000;W00;114535928
324;2;201502;44092900;Algérie;100800;W00;400000000
324;2;201502;84549000;Ouganda;2000;W00;17788419
324;2;201502;3044900;Corée, République de;5000;W00;300000000
324;2;201502;10089000;Belgique;200000;W00;1200000000
324;2;201502;9011127;Pays-bas;138600;W00;700000000
324;2;201502;84213990;Bénin;40;W00;3535060
324;2;201502;85414090;Bénin;16500;W00;139988356
324;2;201502;39232900;Mali;68879;W00;585480089
324;2;201502;18010012;Allemagne;250000;W00;250000000
324;2;201502;3044900;Corée, République de;5000;W00;300000000
324;2;201502;72043000;Inde;252000;W00;99830080
324;2;201502;26060000;Ukraine;26426000;W00;2993386221
324;2;201502;26060000;Ukraine;37840000;W00;4219303849
324;2;201502;71081200;Emirats Arabes Unis;14976;W00;4044349818
324;2;201502;71023100;Tchèque, République;98;W00;1047385175
324;2;201502;71081200;Turquie;5390;W00;1177858545
324;2;201502;71081200;Turquie;9843;W00;2672202182
324;2;201502;71081200;Belgique;451;W00;124065818
324;2;201502;71081200;Belgique;16484;W00;4507719636
324;2;201502;26060000;Ukraine;29626000;W00;3251043911
324;2;201502;26060000;Ukraine;28512000;W00;3058281712
324;2;201502;71023100;Chine;257;W00;83089806
324;2;201502;87029020;Sierra Leone;20000;W00;35750000
324;2;201502;71023100;Belgique;67;W00;865256223
324;2;201502;26060000;Ukraine;37694330;W00;4256408399
324;2;201502;71081200;Belgique;2036;W00;553137636
324;2;201502;36020090;France;500;W00;13996550
324;2;201502;71023100;Belgique;1561;W00;3691111025
324;2;201502;98010000;Royaume-Uni;9;W00;3539829
324;2;201502;15111000;Mali;24000;W00;60000000
324;2;201502;3054900;Etats-Unis;756;W00;12000113
324;2;201502;3062990;Etats-Unis;1032;W00;20000035
324;2;201502;26060000;Ukraine;38207000;W00;4327825439
324;2;201502;71081310;Inde;374;W00;1,00869E+11
324;2;201502;87033220;Sénégal;4170;W00;5302589
324;2;201502;84433190;Bénin;10;W00;1131219
324;2;201502;32151900;Bénin;8;W00;282805
324;2;201502;30033900;Sénégal;2000;W00;21104305
324;2;201502;39249010;Niger;20759;W00;194728753
324;2;201502;26060000;Ukraine;35087300;W00;3994039771
324;2;201502;71081200;Emirats Arabes Unis;4944;W00;1303134727
324;2;201502;71023100;Emirats Arabes Unis;310;W00;181437780
324;2;201502;71023100;Belgique;1241;W00;2667243309
324;2;201502;26060000;Ukraine;26753220;W00;3025832828
324;2;201502;71081310;Inde;299;W00;77460798680
324;2;201502;30022000;France;42;W00;5000014
324;2;201502;26060000;Ukraine;35653290;W00;4058467217
324;2;201502;98010000;Sénégal;174;W00;10000000
324;2;201502;71023100;Belgique;2342;W00;3548212582
324;2;201502;71023100;Israèl;1541;W00;893956734
324;2;201502;71081200;Emirats Arabes Unis;13359;W00;3489702727
324;2;201502;98010000;Corée, République de;300;W00;149716400
324;2;201502;85042100;Emirats Arabes Unis;5875;W00;297980271
324;2;201502;85021390;Emirats Arabes Unis;19600;W00;679046758
324;2;201502;98010000;Sénégal;750;W00;1767530
324;2;201502;71023100;Etats-Unis;12;W00;401423935
324;2;201502;26060000;Etats-Unis;50673000;W00;12009958442
324;2;201502;98010000;Belgique;1300;W00;50985347
324;2;201502;26060000;Allemagne;62934000;W00;14915926127
324;2;201502;26060000;Allemagne;61089000;W00;14478644471
324;2;201502;15111000;Mali;7000;W00;17500000
324;2;201502;8029000;Mali;25000;W00;75000000
324;2;201502;12072900;Mali;22660;W00;7910000
324;2;201502;12072900;Mali;21500;W00;7525000
324;2;201502;12072900;Mali;50460;W00;47937000
324;2;201502;28142000;Sierra Leone;30;W00;8869350
324;2;201502;87033320;Burkina Faso;1600;W00;12000000
324;2;201502;83091010;Sierra Leone;308;W00;19713960
324;2;201502;8029000;Mali;25000;W00;75000000
324;2;201502;84089000;Australie;5000;W00;368806810
324;2;201502;34011190;Mali;2500;W00;2500000
324;2;201502;12072900;Mali;42000;W00;40565000
324;2;201502;15119010;Mali;5000;W00;15000000
324;2;201502;8029000;Mali;25000;W00;75000000
324;2;201502;8029000;Mali;25000;W00;75000000
324;2;201502;84295900;Mali;7000;W00;319983464
324;2;201502;87163990;Mali;51700;W00;182988057
324;2;201502;84149090;Mali;1200;W00;25688037
324;2;201502;86079900;Belgique;76352;W00;2941784599
324;2;201502;85287290;Bénin;23;W00;1696829
324;2;201502;98010000;Canada;334;W00;5000050
324;2;201502;27101921;Pays-bas;40000;W00;127416751
324;2;201502;27101921;Pays-bas;20000;W00;63708376
324;2;201502;27101230;France;663928;W00;2183922991
324;2;201502;26060000;Canada;66640000;W00;15794281582
324;2;201502;26060000;Allemagne;64266000;W00;15231622151
324;2;201502;27101921;Pays-bas;10000;W00;31854188
324;2;201502;26060000;Etats-Unis;49360000;W00;11698765590
324;2;201502;26060000;Allemagne;62058000;W00;14708306219
324;2;201502;84314900;Australie;10;W00;7376136
324;2;201502;26060000;Allemagne;68209000;W00;16166148746
324;2;201502;26060000;Etats-Unis;47601000;W00;11281866710
324;2;201502;26060000;Etats-Unis;53258000;W00;12622626778
324;2;201502;27101921;Pays-bas;8000;W00;25482064
324;2;201502;90223000;Belgique;17;W00;381818932
324;2;201502;90223000;Belgique;35;W00;260331090
324;2;201502;26060000;Irlande;61700;W00;14623456987
324;2;201502;26060000;Espagne;65401000;W00;15500627397
324;2;201502;26060000;Espagne;53500000;W00;12679982963
324;2;201502;27101921;Pays-bas;15000;W00;47782890
324;2;201502;84621000;Ouganda;2000;W00;18099505
324;2;201502;40012900;France;90840;W00;1147423907
324;2;201502;39249010;Mali;10000;W00;91457645
324;2;201502;39172390;Mali;21229;W00;263255881
324;2;201502;39174090;Mali;19092;W00;49773638
324;2;201502;10089000;Inde;30000;W00;480000000
324;2;201502;18010019;Allemagne;302400;W00;2160000000
324;2;201502;40012900;Pays-bas;113550;W00;1434279884
324;2;201502;40012900;Espagne;136260;W00;1721135860
324;2;201502;84314300;Mali;15;W00;25378165
324;2;201502;40012900;Pologne;113550;W00;1434279884
324;2;201502;12072900;Mali;50000;W00;40565000
324;2;201502;40012900;France;90840;W00;1147423907
324;2;201502;40012900;Singapour;22710;W00;286855977
324;2;201502;27101939;Sierra Leone;31064;W00;678278936
324;2;201502;18010012;Allemagne;150000;W00;150000000
324;2;201502;98010000;Italie;1096;W00;424207140
324;2;201502;87112099;Italie;350;W00;42420714
324;2;201502;40012900;Pays-bas;22710;W00;286855977
324;2;201502;39232900;Mali;73828;W00;623754179
324;2;201502;90159000;France;99;W00;8306558
324;2;201502;3054900;Etats-Unis;15000;W00;400000000
324;2;201502;8029000;Mali;25000;W00;75000000
324;2;201502;87089900;France;13;W00;84793095
324;2;201502;8029000;Mali;25000;W00;75000000
324;2;201502;26060000;France;67104000;W00;15904253771
324;2;201502;26060000;Irlande;60441000;W00;14325062621
324;2;201502;26060000;Irlande;60107000;W00;14245901606
324;2;201502;26060000;Espagne;62714000;W00;14863784141
324;2;201502;26060000;Canada;60090000;W00;14241872453
324;2;201502;8029000;Mali;18000;W00;54000000
324;2;201502;26060000;Espagne;65296000;W00;15475741449
324;2;201502;40012900;Italie;68130;W00;860567930
324;2;201502;26060000;Irlande;60134000;W00;14252300850
324;2;201502;26060000;Allemagne;64963000;W00;15394447353
324;2;201502;26060000;Inde;59684000;W00;14145646788
324;2;201502;8029000;Mali;25000;W00;75000000
324;2;201502;26060000;France;65086000;W00;15425969553
324;2;201502;26060000;Espagne;62838;W00;14893173260
324;2;201502;26060000;Espagne;63201000;W00;14979207537
324;2;201502;26060000;Canada;63253000;W00;14991532006
324;2;201502;26060000;Espagne;63362000;W00;15017365990
324;2;201502;84314900;Mali;40000;W00;33276576
324;2;201502;12072900;Mali;35000;W00;7525000
324;2;201502;26060000;Allemagne;67892000;W00;16091016884
324;2;201502;3021900;Danemark;10000;W00;280000000
324;2;201502;84282000;Mali;19500;W00;1421412959
324;2;201502;18010012;Allemagne;150000;W00;2000000000
324;2;201502;39241000;Mali;14870;W00;139129337
324;2;201502;44092900;Chine;167120;W00;1200000000
324;2;201502;39231000;Sierra Leone;10075;W00;274497370
324;2;201502;39232900;Libéria;38671;W00;387913391
324;2;201502;3031900;Corée, République de;20000;W00;37500000
324;2;201502;27101939;Sierra Leone;5659;W00;124066448
324;2;201502;9011127;Pays-bas;79200;W00;400000000
324;2;201502;72043000;Inde;270000;W00;106963830
324;2;201502;39232900;Sierra Leone;43355;W00;359745330
324;2;201502;39249010;Mali;16957;W00;148221510
324;2;201502;12074000;Emirats Arabes Unis;200000;W00;1540000000
324;2;201502;98010000;Egypte;4000;W00;27972213
324;2;201502;84314900;Côte d'Ivoire;500;W00;33351829
324;2;201502;84213990;Mali;300;W00;3562821
324;2;201502;84314900;Niger;350;W00;28821822
324;2;201502;72041000;Inde;2000;W00;14140238
324;2;201502;18010012;Allemagne;275000;W00;275000000
324;2;201502;3044900;Chine;25000;W00;1500000000
324;2;201502;18010012;Allemagne;150000;W00;150000000
324;2;201502;35019000;Sierra Leone;13175;W00;375331379
